Thorlabs Beam
Version: 9.1.5787.560
Date: 10/15/2024
Time: 4:01:09 PM

Device: BC106N-VIS
S/N: M00456188

Resolution: Fast ( 8 bit)
Sensor Resolution [pix]: Width: 1360, Height: 1024
Pixel Size [µm]: Horizontal: 6.45, Vertical: 6.45
Region of Interest [pix]: Horizontal: 542, Vertical: 402, Width 276, Height 180
Wavelength [nm]: 520
Attenuation [dB]: 20
Exposure Time [ms]: 1.135
Gain: 1
Base Level [digits]: 45.7103

3;3;4;4;3;4;3;3;3;3;3;4;3;3;4;4;4;3;3;4;4;4;4;4;3;3;4;3;3;4;5;4;3;3;3;3;4;4;3;4;4;5;6;6;7;6;4;4;6;11;11;7;6;7;6;5;4;5;5;4;3;4;6;6;6;6;6;4;4;4;4;5;5;4;4;3;4;5;6;5;5;4;5;6;6;5;5;5;5;6;7;9;11;14;17;19;19;20;24;19;15;13;10;10;10;14;18;21;22;21;20;18;16;14;10;11;12;12;12;11;9;8;7;6;6;6;5;5;6;7;10;13;13;13;14;15;16;11;11;11;12;13;13;12;10;10;10;10;11;11;10;10;10;9;8;7;7;7;7;9;11;10;10;7;6;4;4;4;5;6;8;11;15;15;18;19;19;16;17;16;19;21;23;23;24;26;29;23;19;16;14;11;10;8;6;6;6;6;6;7;6;7;6;5;5;4;4;4;4;4;4;4;4;5;5;7;9;11;8;5;3;4;4;5;5;5;5;6;7;8;6;4;4;4;4;4;5;5;4;4;3;4;3;3;4;4;3;3;4;4;4;3;3;3;3;3;4;4;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;3
3;4;4;4;3;3;4;3;3;3;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;6;7;7;6;5;4;5;8;11;8;6;6;7;6;4;4;5;4;3;4;5;6;5;6;6;5;4;4;4;4;5;5;4;3;4;5;6;5;5;4;4;5;5;6;5;5;5;5;6;8;12;14;16;21;21;22;21;18;14;11;9;10;12;14;17;21;21;20;19;16;17;15;13;10;10;10;9;8;8;7;7;6;6;7;6;7;8;9;10;15;19;19;19;20;21;19;17;14;15;14;16;16;14;12;11;13;14;15;14;16;16;16;14;12;11;10;8;7;6;7;8;8;10;9;6;5;4;4;4;5;8;12;16;19;20;18;17;16;15;15;18;21;22;21;23;24;21;20;17;15;13;11;8;6;5;5;6;6;6;7;7;6;6;6;5;4;4;5;5;4;4;4;5;5;6;7;9;10;6;4;4;4;5;6;6;6;5;6;7;6;4;4;4;5;4;5;5;5;3;3;4;4;3;4;4;4;3;3;3;3;3;4;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;4;4;4;3;3;3;3;4;3;4;4;3;4;4;3;4;3;4;4;4;4;4;3;3;4;3;3;4;4;4;4;3;3;3;4;4;4;5;5;5;5;8;7;5;4;4;6;9;9;7;6;6;5;4;4;4;4;3;4;6;6;6;6;7;7;5;3;4;4;5;4;4;3;3;4;5;5;5;5;5;6;6;5;5;4;5;5;7;9;11;14;16;21;21;22;20;15;11;9;9;12;15;18;22;21;22;20;18;16;15;15;12;10;7;7;7;6;6;7;7;7;9;9;8;9;10;13;14;17;21;23;23;23;21;20;20;19;17;14;16;16;16;15;13;12;12;14;17;19;19;18;19;18;15;15;13;11;10;8;6;6;7;8;9;10;8;7;5;5;4;6;8;13;18;21;20;19;17;15;15;15;18;20;22;23;21;22;22;19;18;15;13;10;8;5;5;5;6;5;6;6;7;6;5;5;4;4;4;4;4;4;4;4;4;5;6;8;10;8;5;4;4;4;5;6;6;6;6;6;5;5;4;4;5;5;4;4;5;4;3;4;4;3;3;4;4;3;3;4;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3
4;4;4;4;3;3;4;3;4;4;4;3;3;4;4;3;3;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;3;3;4;5;5;4;5;6;6;6;7;6;4;4;5;7;7;6;6;7;5;4;4;4;4;3;4;5;7;7;6;7;6;6;4;4;4;4;4;4;4;3;4;4;5;5;5;5;6;6;5;4;4;5;6;7;8;9;13;17;21;24;25;19;14;10;8;8;13;19;21;22;19;18;17;18;15;13;11;12;10;7;6;6;6;6;8;8;8;10;10;11;10;10;11;15;17;19;19;19;18;16;16;18;16;16;15;14;15;16;16;16;15;13;12;14;15;18;17;19;17;19;17;16;16;15;15;13;11;8;6;6;7;9;10;10;9;7;5;4;5;8;13;18;21;21;20;17;16;14;15;17;21;23;21;20;21;19;20;19;15;11;8;6;5;5;4;5;5;6;5;6;5;5;4;4;4;4;4;4;5;4;4;5;5;7;10;9;6;4;4;4;4;5;6;6;5;5;5;5;4;4;5;5;4;4;6;5;3;3;4;3;3;4;4;4;3;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4;3;3;4;3;3;3;3;3;3;3;3
4;4;4;3;4;4;3;4;4;4;4;3;3;4;4;3;4;4;3;3;5;4;3;3;4;4;3;4;4;4;4;4;3;3;4;5;4;5;6;6;5;7;8;6;4;4;6;6;6;5;7;6;4;3;4;4;4;4;5;6;6;6;6;7;6;5;4;5;5;4;4;3;3;4;4;5;5;4;5;6;6;5;4;4;4;5;7;8;8;10;14;20;24;25;21;15;10;8;9;13;22;24;22;17;17;15;14;13;12;11;11;8;8;5;4;5;6;9;10;11;12;13;12;10;9;11;11;14;17;18;16;16;16;15;14;13;13;14;13;14;16;18;18;17;16;16;15;15;16;18;16;15;17;18;17;17;16;16;15;14;12;9;7;6;6;6;8;10;10;10;8;6;4;5;8;13;18;20;20;18;17;17;16;16;17;22;25;20;20;21;21;21;19;15;10;8;6;5;4;4;5;5;5;5;5;4;4;4;4;3;3;4;4;4;4;5;6;6;8;9;7;5;4;5;4;4;6;7;6;6;5;5;4;4;4;5;5;4;5;6;4;3;3;3;3;4;5;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3
4;4;4;3;4;4;3;3;4;3;3;3;3;4;3;3;4;3;3;4;4;3;3;3;4;4;3;4;4;4;4;3;3;3;4;4;4;5;6;6;6;6;6;5;5;5;7;6;5;7;6;5;4;3;4;4;3;4;6;7;6;6;5;6;5;4;4;5;5;5;4;3;4;4;4;4;4;4;6;6;5;4;4;4;5;6;8;8;9;13;19;22;25;21;16;11;8;10;14;19;25;21;19;17;14;11;10;9;10;10;8;6;5;4;5;7;10;11;13;15;13;13;10;8;7;7;10;12;16;16;17;17;16;17;15;14;14;16;16;17;17;21;25;25;25;22;22;22;19;16;16;14;14;16;16;15;15;15;13;15;14;12;10;9;9;7;8;9;10;11;11;8;6;4;4;7;11;15;20;21;19;19;18;17;17;18;21;22;19;19;22;23;24;18;13;10;8;6;5;4;4;4;4;4;5;5;4;4;3;3;3;3;4;4;4;5;7;6;7;8;7;5;4;5;5;4;6;6;7;6;6;5;4;3;5;5;5;4;6;6;5;3;3;3;3;4;5;4;4;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3
4;4;3;4;4;4;3;3;4;3;3;3;4;3;3;4;4;3;4;4;4;3;4;3;4;4;4;4;4;4;3;3;3;4;4;4;4;5;7;6;6;7;5;4;4;6;6;5;6;6;5;5;3;4;4;3;4;5;6;7;6;5;6;5;4;4;4;5;6;4;4;4;4;4;4;4;5;6;6;5;5;4;4;5;7;8;9;10;13;17;19;23;20;17;10;8;10;15;20;22;21;19;16;12;11;9;10;9;8;6;5;5;6;7;8;10;12;12;13;12;12;10;8;7;7;8;11;15;17;19;18;17;17;18;17;14;16;18;19;19;21;23;26;29;31;31;31;29;25;21;19;18;19;17;16;16;14;14;13;13;13;12;13;14;11;9;9;10;10;12;11;10;8;6;5;4;6;10;16;19;23;24;24;19;18;17;18;20;20;20;20;21;22;19;17;13;9;6;5;5;4;4;4;4;4;4;4;4;3;3;3;3;4;4;3;5;7;6;6;6;7;6;4;5;5;4;4;5;6;7;8;7;4;3;4;5;5;4;4;6;5;4;3;4;3;3;5;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;4;3;3;3;3;4;3;3;3;3;3
4;4;3;4;4;4;3;4;4;3;3;3;4;3;4;3;4;3;4;4;4;3;4;4;4;3;3;4;4;3;3;3;3;4;4;4;4;5;6;5;6;7;5;4;5;6;6;5;6;6;5;4;3;4;3;4;5;6;6;6;5;5;4;4;4;5;5;6;5;4;4;4;4;4;4;4;6;6;5;5;5;4;4;6;9;11;12;14;17;21;24;23;16;13;10;9;12;20;22;22;18;14;11;10;8;8;8;7;6;5;5;6;8;8;9;11;11;11;9;8;8;9;8;7;8;10;11;14;16;18;17;17;16;16;14;13;14;15;18;19;20;22;26;30;29;31;32;34;29;26;26;24;24;24;21;17;16;14;13;13;13;14;15;14;14;10;11;11;11;11;11;11;10;9;8;5;4;6;10;18;22;23;24;21;18;16;17;19;21;22;19;19;19;19;16;12;10;7;6;5;5;5;4;4;4;4;4;4;4;3;3;3;4;4;4;5;6;6;6;6;7;6;5;4;6;5;4;5;6;7;9;7;5;4;3;4;5;5;4;6;6;4;3;3;3;3;4;5;4;3;3;4;3;3;3;3;3;3;3;4;4;4;3;3;3;4;4;3;3;3;3;4;4;3;3;3
4;3;3;4;4;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;4;4;4;4;5;6;6;7;7;5;4;5;6;5;6;8;6;5;4;3;4;3;4;6;6;5;4;5;4;4;3;4;5;6;5;4;4;4;5;5;5;5;5;5;6;5;5;4;5;5;8;11;12;13;15;19;25;23;20;12;11;11;15;19;19;20;19;16;11;9;9;9;8;6;5;4;4;6;9;11;12;12;12;11;10;9;8;8;7;7;9;10;12;15;16;17;16;16;15;14;12;12;11;10;14;16;19;21;21;25;28;29;28;29;27;27;29;30;30;30;29;26;24;21;17;15;13;12;13;13;13;11;13;12;14;13;14;13;10;11;10;9;6;4;4;6;11;20;22;25;23;20;16;16;16;17;22;23;19;19;17;15;13;10;8;7;5;5;5;4;4;4;4;4;3;4;3;3;3;3;4;4;4;6;6;5;5;6;7;5;4;5;5;4;4;6;7;10;7;6;4;3;4;4;5;5;5;6;5;3;3;3;4;4;5;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;4;3;3;3;3;4;4;3;3;3
4;3;3;4;4;3;3;4;3;3;4;4;3;3;4;4;3;4;4;4;3;3;4;4;3;3;3;4;3;3;3;3;4;4;4;4;5;5;6;6;7;6;5;5;5;6;6;7;7;6;4;3;3;4;4;5;6;5;4;4;5;4;3;3;5;6;5;5;4;4;5;5;5;5;5;5;6;6;5;4;4;5;6;10;12;13;17;20;25;25;19;13;10;11;13;17;20;18;16;15;12;9;10;9;7;5;4;4;4;6;7;10;12;14;14;13;11;9;10;9;10;9;11;12;12;14;15;14;16;16;15;11;11;11;10;9;10;13;16;18;18;21;25;24;21;23;23;24;24;24;25;28;30;33;31;28;26;23;18;15;14;13;11;11;11;11;13;14;16;16;15;12;11;10;9;6;5;4;4;8;14;19;22;23;22;17;15;14;16;17;21;21;22;19;14;13;12;10;8;6;5;4;5;5;4;3;3;4;3;3;3;3;3;4;4;4;6;6;6;5;6;6;6;5;5;5;5;4;5;7;8;8;5;5;3;3;4;4;6;6;6;5;4;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;4;3;3;3;3;4;4;3;3;3
4;3;4;4;3;3;3;4;3;3;4;3;3;3;4;4;3;4;4;4;3;3;3;3;4;3;3;3;3;3;3;4;4;4;4;4;5;5;6;7;7;5;5;5;6;6;7;8;7;4;4;3;4;3;5;6;6;4;4;4;4;4;3;4;6;6;4;4;4;5;6;5;6;5;4;5;5;5;5;5;5;6;8;11;13;18;19;21;25;21;14;10;10;13;16;16;17;14;10;10;9;9;8;6;4;4;4;5;5;7;8;11;13;15;14;13;11;12;12;12;11;11;11;11;12;13;13;13;14;13;10;10;10;10;10;11;12;16;18;21;23;23;22;22;21;20;20;20;20;20;20;24;28;29;27;26;24;22;21;17;14;13;12;10;9;10;11;13;15;15;15;14;13;9;7;8;6;5;4;5;8;13;17;19;22;19;16;13;13;15;19;24;24;20;16;15;14;12;10;7;5;5;5;5;4;4;4;3;3;4;3;3;3;4;4;4;6;6;6;5;5;5;6;6;5;4;5;4;4;6;6;7;6;5;4;3;4;4;5;6;6;6;4;3;3;3;4;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;4;3;3;3
4;3;3;4;3;3;4;3;3;3;4;3;3;3;4;4;3;4;4;3;3;3;3;3;3;4;4;4;3;3;3;4;4;4;4;4;5;6;7;8;7;5;5;6;6;6;7;7;5;4;4;4;4;4;5;6;5;4;4;4;3;4;4;4;5;5;4;4;4;6;6;6;5;5;6;5;6;5;5;5;6;8;9;11;15;19;21;22;21;17;11;9;11;16;16;14;12;9;8;8;9;8;6;5;5;4;5;6;7;8;10;11;14;17;16;13;13;11;13;12;11;11;10;8;9;9;10;12;11;10;10;10;10;12;14;14;16;19;22;23;27;26;28;27;25;24;23;22;20;20;21;21;24;25;23;23;20;20;18;16;14;13;11;10;10;10;10;11;12;14;15;15;14;11;8;7;6;5;5;5;6;8;10;15;20;20;18;13;13;13;14;21;25;21;17;16;16;13;11;7;6;5;6;5;5;4;4;4;4;4;3;4;3;3;4;5;6;6;6;6;5;5;6;7;5;4;4;5;4;5;6;6;6;5;4;3;3;4;5;6;6;5;4;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3
3;3;3;3;3;4;4;3;3;3;4;3;4;4;4;4;3;4;4;4;3;3;3;3;4;3;4;4;3;3;4;4;4;4;4;4;5;6;7;8;6;5;5;6;7;7;7;6;4;4;4;5;4;4;6;7;5;4;4;4;3;4;4;5;5;4;4;4;5;6;6;5;4;5;5;5;5;6;6;7;7;9;10;13;16;20;21;20;15;11;10;13;14;14;15;13;11;9;8;8;9;7;6;5;5;6;7;7;8;10;12;15;18;20;18;16;14;11;12;10;10;9;8;8;8;9;10;9;9;10;12;13;15;17;19;20;22;22;23;26;28;29;30;29;29;27;27;25;28;26;26;25;23;22;20;18;15;15;16;13;16;14;13;11;11;9;9;10;11;13;15;16;15;14;12;9;6;5;5;5;6;6;8;11;18;19;19;14;11;11;12;16;21;24;20;18;15;16;13;8;6;5;7;6;5;5;4;4;3;3;3;3;3;3;4;4;5;5;6;6;6;5;6;7;6;4;4;4;4;4;6;7;7;5;4;4;3;4;5;6;6;5;5;3;4;4;3;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;4;4;3;3;3
3;3;3;3;3;4;4;3;3;3;4;3;4;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4;4;3;5;5;4;4;5;5;6;6;7;7;6;5;5;7;7;7;6;4;4;4;5;4;3;5;6;6;5;4;5;4;4;4;4;5;5;4;4;4;5;6;6;4;5;5;6;6;5;6;7;8;8;10;12;14;18;22;21;16;11;11;13;15;15;14;13;10;8;8;9;8;7;5;5;5;6;6;6;7;8;11;14;17;19;19;19;16;12;10;10;8;8;7;7;7;8;10;10;9;11;14;16;18;19;22;21;22;25;24;25;27;27;33;34;35;33;34;34;32;31;33;30;28;27;26;22;21;15;13;12;13;13;14;14;13;11;10;9;8;9;12;14;14;15;17;19;14;9;5;5;5;5;5;6;8;13;18;20;17;12;9;9;12;17;24;24;19;17;15;14;11;7;6;6;6;6;6;5;4;3;3;3;3;4;3;3;4;5;5;5;6;7;6;5;6;7;5;4;4;4;5;6;7;6;5;5;4;3;4;5;6;5;5;5;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;4;4;3;3;4;3;3;3;3;3
3;3;3;4;3;4;4;4;3;3;4;3;3;4;4;4;4;3;4;3;4;3;4;4;4;4;4;4;3;4;5;5;4;4;5;6;6;5;6;6;5;4;7;8;7;6;4;3;4;5;5;4;4;5;6;6;5;5;5;4;4;4;5;5;5;4;4;4;5;6;5;4;5;5;6;6;6;7;8;9;9;10;11;16;20;20;19;13;10;13;16;16;15;13;10;8;8;9;8;6;5;5;5;5;5;6;6;7;10;13;17;20;23;20;18;14;11;10;8;8;8;7;8;9;10;13;14;15;19;21;21;22;23;25;25;24;22;23;25;29;29;32;37;40;44;41;40;44;40;37;35;36;32;31;28;26;21;17;13;12;12;14;14;14;12;12;12;10;9;11;12;13;15;19;22;19;11;7;5;5;6;6;5;6;8;14;16;16;13;11;9;10;14;21;25;23;17;15;14;12;9;7;7;7;6;5;4;4;4;3;3;3;4;3;3;4;5;5;5;6;7;7;5;6;7;6;5;4;4;5;7;7;6;5;4;4;3;3;4;5;6;5;5;4;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;4;3;3;3;3;4;3;3;3;3
4;3;3;4;4;5;4;3;4;4;4;3;3;4;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;5;5;5;4;5;6;7;6;5;6;5;4;5;6;8;7;5;4;3;4;4;4;3;4;6;6;5;5;6;4;3;4;5;6;6;5;4;4;5;5;5;4;4;5;6;5;6;7;7;10;9;9;11;14;18;20;20;15;9;11;15;17;16;13;10;8;8;9;7;6;5;4;5;5;6;6;6;6;9;13;16;20;21;20;18;14;12;11;9;8;8;8;7;8;11;13;18;22;22;28;27;27;26;27;25;24;24;24;23;24;26;31;34;36;39;39;40;43;43;44;43;38;38;38;39;37;31;31;26;20;16;12;10;8;10;12;13;14;14;12;11;12;13;16;18;21;21;16;11;6;5;7;8;8;6;7;9;13;16;15;13;11;9;12;16;23;24;18;16;15;15;12;7;7;6;6;5;5;4;4;4;4;3;4;4;3;3;4;6;5;5;7;7;6;6;6;7;5;4;4;5;6;8;7;5;5;4;4;3;4;5;6;5;5;4;4;3;3;4;4;4;4;4;3;3;3;3;3;4;3;3;4;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3
4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;3;3;3;4;4;3;3;3;4;3;4;5;5;5;5;5;6;7;5;5;6;5;5;6;8;7;7;5;4;4;4;4;3;4;5;6;5;5;5;5;4;4;5;6;6;6;4;4;4;5;5;5;5;5;6;5;5;6;7;7;10;9;9;12;17;19;20;16;9;8;13;18;16;14;12;9;9;9;7;6;4;4;4;5;5;5;5;7;10;14;17;17;19;19;18;16;13;10;9;9;8;9;10;12;15;17;21;22;26;31;29;32;32;28;24;21;20;20;20;19;22;25;25;28;30;33;37;33;36;39;41;38;38;36;38;43;42;42;40;36;30;24;17;10;8;6;8;10;13;14;14;12;12;13;15;18;20;20;18;15;9;5;6;8;10;9;6;7;10;14;16;14;12;9;10;15;21;25;22;18;16;17;14;9;7;6;5;5;4;4;4;3;3;4;4;4;3;3;4;5;5;5;6;6;5;4;6;7;6;4;4;4;6;7;7;6;5;4;4;3;4;4;6;4;4;4;4;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;3;3;4;3;3;3;3;3;4;4;3;3;3
4;3;3;3;4;4;4;3;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;4;5;5;6;5;5;7;7;5;5;5;5;5;8;8;7;6;5;3;4;4;4;3;5;6;6;6;5;5;5;4;4;6;6;6;5;4;4;4;4;5;5;4;6;5;4;5;6;8;9;10;9;11;13;17;19;17;11;7;10;15;17;14;13;9;9;10;9;7;5;4;4;4;5;6;5;6;10;13;16;16;17;19;17;16;12;10;8;8;9;10;12;13;14;15;19;21;23;26;29;31;30;29;25;21;17;16;17;17;17;21;22;22;26;26;28;31;30;29;31;33;34;32;32;36;40;40;42;43;41;37;32;25;17;12;8;7;8;10;13;13;14;14;14;15;17;21;22;19;17;12;8;6;7;10;10;8;7;7;10;13;14;13;12;11;14;18;22;23;20;18;15;15;11;8;6;5;4;4;4;4;4;4;4;4;3;3;3;4;6;5;5;6;5;6;4;5;7;7;4;4;4;5;6;7;6;5;4;4;4;3;4;5;4;4;4;4;3;3;4;4;3;4;3;3;3;3;3;3;3;4;3;4;4;4;3;3;4;4;4;3;3;3;4;3;3;3;3
3;3;3;3;3;4;3;3;4;4;3;3;4;4;4;4;3;3;4;3;3;3;4;3;3;3;3;3;4;5;5;5;5;5;6;6;4;5;5;5;7;9;8;7;6;4;3;3;4;3;4;6;7;6;5;5;5;4;4;4;5;6;6;5;4;4;4;4;5;5;5;5;5;4;5;6;8;9;10;10;11;15;18;17;13;8;9;12;17;17;14;10;8;8;9;8;6;4;4;4;4;5;5;5;8;14;17;17;18;18;16;14;12;10;8;9;12;14;14;16;16;13;15;16;20;21;23;27;27;26;24;20;22;19;19;19;23;23;27;28;28;28;27;30;32;36;37;36;34;30;31;31;33;36;38;38;41;39;39;36;31;28;22;13;8;7;8;11;14;16;17;16;16;18;23;23;22;20;14;9;7;7;8;10;10;9;7;7;10;12;14;13;11;12;15;20;23;23;18;17;14;12;9;7;5;4;4;4;4;4;3;4;4;4;3;3;4;5;6;6;5;6;5;4;5;7;9;5;4;4;4;5;6;5;5;4;4;4;3;4;4;4;4;4;4;3;3;3;4;4;4;3;3;3;3;3;3;3;4;3;3;4;4;4;3;3;3;4;3;3;4;3;4;3;3;3
3;3;3;4;4;3;3;4;4;4;4;3;4;4;4;4;3;3;4;3;3;3;4;4;4;3;3;3;5;6;5;5;5;6;6;5;5;6;5;6;8;8;8;8;6;4;3;4;4;3;5;7;7;6;5;5;5;4;4;4;5;6;5;4;4;4;4;4;5;6;6;5;4;4;4;6;9;10;11;11;14;17;16;15;9;8;11;15;17;16;13;9;7;8;7;6;4;4;3;4;4;5;5;8;13;16;17;17;18;18;14;10;11;11;13;13;15;17;15;14;15;15;15;17;21;21;24;26;26;26;25;21;23;25;27;27;28;33;41;38;38;37;36;33;35;37;44;46;42;39;32;32;30;30;33;35;37;39;38;41;39;35;31;20;13;9;8;10;15;18;20;20;22;23;24;22;22;20;17;11;8;6;6;10;11;11;8;7;8;10;14;15;14;13;13;17;20;23;18;15;15;15;12;8;6;5;4;4;4;4;4;4;3;4;3;3;3;4;6;6;5;5;6;4;5;6;8;5;4;4;4;5;5;6;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;5;4;3;3;3;4;3;3;3;3;4;3;3;3
3;3;3;3;4;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;6;6;6;6;5;5;6;6;6;6;6;8;9;9;8;7;5;4;4;4;4;4;6;8;7;6;5;5;4;3;3;5;5;5;5;4;4;3;4;4;6;7;6;6;4;4;5;7;10;14;14;15;16;15;14;11;8;10;14;16;17;13;9;8;7;6;5;5;4;3;4;4;4;4;8;11;14;17;18;19;16;13;11;10;13;14;17;18;19;18;18;16;13;15;16;17;19;19;22;26;27;28;27;29;31;37;41;40;42;45;49;53;54;57;53;48;46;47;49;51;49;49;39;34;34;30;29;29;30;33;41;38;38;35;31;28;20;15;11;11;13;17;19;22;25;25;22;21;20;19;19;15;11;8;6;8;11;13;11;7;7;8;12;17;16;13;12;14;18;20;20;16;14;16;13;9;7;5;4;4;4;4;4;4;3;3;3;3;4;4;5;5;5;6;6;5;5;6;7;6;4;4;5;4;5;6;5;4;4;4;4;4;4;4;4;4;5;4;3;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;5;4;3;3;4;3;3;3;3;4;4;3;3;3
3;3;3;4;3;4;3;3;4;4;4;3;4;4;4;3;3;4;4;4;3;4;4;4;4;4;4;5;7;7;5;6;6;6;6;5;6;6;8;8;9;8;6;6;4;4;4;5;4;5;7;8;8;6;5;4;4;3;4;5;5;5;5;4;4;3;4;5;6;7;6;5;5;4;6;10;13;15;16;18;16;15;11;8;10;13;15;15;13;10;7;6;6;4;4;3;3;4;4;5;5;7;11;14;14;17;19;17;13;11;11;13;15;16;17;19;17;17;16;15;17;15;15;16;16;17;23;26;32;33;34;37;43;46;47;48;50;55;57;61;68;73;70;71;67;65;66;63;58;50;47;41;35;32;28;29;31;29;32;33;33;34;33;32;28;22;16;12;13;15;16;19;23;25;22;19;18;19;21;18;14;10;7;7;10;12;12;9;7;8;9;15;15;15;13;13;16;17;20;18;16;14;13;10;8;6;4;4;4;4;4;3;3;3;3;4;3;4;5;5;5;6;6;6;5;6;7;6;4;4;5;4;5;6;5;5;5;4;4;4;4;4;4;3;5;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;5;3;3;4;3;3;4;3;3;4;4;3;3
3;3;3;4;4;3;3;4;4;4;3;3;4;4;4;3;3;4;4;4;4;5;5;4;4;3;4;6;8;7;6;6;7;7;6;5;6;7;9;8;8;7;5;5;4;3;4;4;4;6;7;8;7;6;5;4;3;4;5;5;5;5;4;4;4;4;4;6;8;8;5;5;4;5;9;14;16;17;17;18;19;15;9;8;11;14;16;14;10;8;6;6;4;4;4;4;4;5;5;5;7;9;11;13;14;16;15;14;11;11;15;17;20;23;23;20;20;17;16;16;16;17;18;18;21;27;28;33;37;41;42;51;54;55;54;50;54;62;71;74;74;71;78;84;83;76;76;80;71;57;53;47;39;38;34;33;34;33;32;30;32;29;32;31;30;27;20;16;13;13;13;15;19;20;23;20;17;18;20;19;17;11;8;6;9;11;11;10;8;8;10;13;15;15;14;13;13;15;18;21;17;16;14;12;8;5;4;4;4;4;4;4;4;4;4;3;3;4;4;5;5;6;7;6;5;6;7;7;5;3;5;5;6;7;7;6;5;5;5;4;4;5;4;4;5;4;3;3;4;4;4;4;4;3;4;3;3;3;4;3;3;4;4;4;4;3;4;4;3;4;4;4;4;4;3;3
3;4;3;4;3;3;3;3;4;4;3;4;4;4;3;3;3;4;4;3;4;5;4;4;4;4;4;7;9;7;6;6;7;7;6;5;5;7;8;8;8;6;6;5;3;4;4;4;4;6;8;6;6;5;3;4;4;4;5;5;6;5;4;4;4;5;5;6;9;8;6;4;4;7;11;17;18;19;18;18;16;12;8;9;12;15;14;12;8;6;6;5;4;4;4;4;5;5;6;6;8;11;13;14;15;15;12;11;11;15;17;20;22;24;24;23;21;17;15;17;20;19;23;23;28;30;36;40;41;49;51;55;57;58;57;56;60;70;74;77;81;87;85;89;84;88;89;89;88;82;65;56;49;46;44;44;43;40;35;31;28;29;30;32;28;29;23;21;16;14;12;13;17;20;19;21;18;18;19;19;19;13;9;8;8;8;11;11;9;7;8;11;13;16;15;13;14;14;16;18;15;13;14;12;9;6;5;4;4;4;4;5;4;4;4;3;4;4;4;5;5;5;6;6;6;6;7;6;5;3;5;6;5;6;8;7;5;4;5;4;4;5;5;4;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;3;3;4;4;4;3;4;4;3;3;3;3;4;3;4;3
