Thorlabs Beam
Version: 9.1.5787.560
Date: 10/21/2024
Time: 4:30:14 PM

Device: BC106N-VIS
S/N: M00456188

Resolution: Fast ( 8 bit)
Sensor Resolution [pix]: Width: 1360, Height: 1024
Pixel Size [µm]: Horizontal: 6.45, Vertical: 6.45
Region of Interest [pix]: Horizontal: 536, Vertical: 400, Width 288, Height 218
Wavelength [nm]: 520
Attenuation [dB]: 20
Exposure Time [ms]: 238.339
Gain: 1
Base Level [digits]: 45.7103

3;3;3;3;3;3;4;3;3;4;3;3;3;4;3;3;4;3;3;4;3;3;3;4;3;3;4;3;4;4;4;3;4;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;3;4;3;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;3;3;3;3;4;4;4;5;5;5;5;5;6;7;6;6;5;5;5;4;4;3;3;4;6;7;9;11;13;17;21;26;32;38;42;43;47;50;50;53;55;57;58;57;56;55;53;47;43;36;33;24;21;20;18;16;9;6;7;6;4;4;4;4;4;5;5;5;6;6;6;6;6;6;5;5;5;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;3;4;3;3;3;3;3;4;3;3;4;3;3;3;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;4;3;3;3;3;4;3;3;3;3;3;4;4;3;3;3;3;4;4;3;4;4;3;4;4;3;4;4;4;4;4;3;3;3;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;5;5;4;5;4;5;5;4;4;4;5;4;3;3;4;4;4;4;4;4;4;5;5;6;6;6;7;6;6;5;5;5;4;4;4;4;6;7;9;11;14;16;19;22;26;30;34;39;39;41;44;48;50;52;53;51;49;45;48;50;47;46;38;38;29;22;17;15;16;12;7;5;6;5;4;4;4;4;5;5;5;6;6;6;6;6;6;5;5;5;4;4;4;3;3;3;3;4;4;3;4;4;4;4;4;4;4;5;4;4;4;4;4;3;3;3;3;3;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;4;3;4;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3
4;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;4;3;4;3;3;4;4;4;4;4;3;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;5;4;4;5;4;5;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;5;6;6;7;7;6;6;5;6;5;5;4;4;4;5;7;9;10;14;17;20;25;26;29;30;35;39;44;47;50;53;55;54;53;47;47;44;42;42;40;38;36;32;27;19;14;13;12;9;5;5;5;4;4;4;4;6;6;6;6;7;7;6;6;5;5;5;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;3;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;3;4;4;4;3;3;4;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;5;4;4;4;4;3;4;3;3;3;4;4;4;4;5;5;5;5;7;7;7;5;5;6;6;6;5;4;4;4;4;6;8;9;12;15;18;19;24;28;31;33;39;43;50;57;62;64;68;68;65;59;54;48;45;38;36;33;29;30;25;22;15;11;9;8;5;4;4;4;3;4;5;6;6;6;5;6;8;7;6;6;6;5;5;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;3;4;3;3;3;3;4;4;3;3;3;3;4;3;3;3;4;4;4;3;4;4;4;4;3;4;3;4;3;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;5;4;4;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;5;6;5;5;5;4;4;4;4;3;3;3;4;4;4;4;4;5;6;8;7;7;7;6;6;6;5;5;4;3;4;5;5;6;7;9;11;13;19;20;29;32;37;41;47;53;58;63;67;71;71;68;68;64;59;55;48;40;35;29;26;24;25;17;13;9;8;5;4;4;4;4;4;5;5;6;6;6;6;7;7;7;6;6;5;5;4;4;4;3;3;3;3;4;4;4;4;5;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3
3;3;3;4;3;3;4;3;4;4;3;3;4;3;3;3;3;3;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;4;4;5;5;5;5;4;4;4;4;3;3;3;3;4;4;4;5;4;5;6;7;7;6;7;7;7;7;5;4;4;3;4;4;4;5;7;8;11;13;16;22;26;34;40;45;52;59;64;69;74;76;81;77;78;72;69;62;59;52;44;35;27;23;24;21;16;10;8;8;5;4;4;4;3;5;5;6;6;6;6;6;8;7;7;6;6;5;5;4;4;4;3;3;3;3;4;4;4;5;4;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3
3;3;3;3;3;3;4;3;4;4;4;3;4;4;3;3;3;3;3;4;3;4;4;3;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;5;5;6;7;7;7;6;7;7;6;6;5;4;4;4;4;4;5;6;9;10;12;14;17;25;32;38;46;49;54;61;62;69;74;74;81;82;82;74;72;68;62;53;48;39;32;25;23;21;17;13;9;8;8;4;4;4;4;4;5;6;6;6;5;6;7;7;6;6;5;5;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3
3;3;3;3;3;3;3;4;4;4;4;4;3;3;4;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;3;3;4;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;4;4;3;4;4;4;5;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;5;5;6;6;6;5;5;6;6;5;5;5;5;4;4;4;4;5;7;8;10;12;14;19;25;30;39;45;49;53;57;63;68;70;73;75;74;72;69;67;64;58;57;50;43;35;25;20;19;17;13;9;8;8;5;4;4;4;4;4;6;6;6;6;6;6;6;6;6;5;5;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;3;4;4;3;3;3;4;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;5;5;5;5;6;6;6;6;6;7;7;6;6;6;5;5;5;5;5;6;8;9;9;12;17;22;29;35;44;50;53;55;57;59;63;65;70;70;74;72;68;64;58;54;52;48;47;37;27;19;18;15;13;8;8;8;5;4;4;4;5;5;5;6;6;5;6;6;7;5;5;5;5;5;4;4;4;4;3;3;4;3;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;3;4;3;3;4;4;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3
3;3;3;3;4;4;4;3;4;4;4;4;3;3;4;4;3;3;4;3;4;4;4;4;3;4;4;3;4;3;3;3;3;3;4;4;3;4;3;3;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;5;5;4;5;4;5;4;4;5;4;4;4;4;4;4;4;4;5;5;5;6;6;5;6;6;6;6;6;6;5;5;5;5;5;6;8;7;8;13;18;24;30;33;36;42;47;50;53;56;59;61;63;64;67;65;64;62;58;54;49;48;42;35;29;20;18;14;12;8;6;6;5;4;5;5;5;6;6;6;6;6;6;7;6;6;5;5;5;4;3;4;4;3;3;3;3;4;4;3;5;4;4;5;5;5;4;4;4;4;4;4;3;3;4;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;3;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;4;4;3;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;3;3;4;3;4;4;5;5;4;5;5;5;4;4;4;4;4;4;3;3;3;4;4;4;5;6;6;6;6;6;7;6;5;6;7;6;5;5;5;4;4;4;5;7;8;12;16;22;27;32;35;38;45;49;51;55;58;59;67;69;67;71;70;68;61;56;50;49;44;40;29;21;19;16;14;9;6;6;5;4;4;4;5;6;6;7;6;6;6;6;6;6;5;4;5;5;4;4;4;4;3;3;4;4;4;3;4;4;4;5;5;5;5;4;4;4;4;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;3;3;3;4;4;3;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;4;3;3;3;3;3;3;3;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;4;5;4;5;4;5;4;4;4;4;3;3;3;3;4;4;5;6;5;7;7;6;6;6;6;6;6;5;5;5;4;3;4;5;6;6;9;12;19;27;32;34;32;36;43;47;53;59;63;66;68;69;72;72;67;67;60;54;52;47;43;37;29;23;18;18;15;10;8;7;6;4;4;4;4;5;6;7;6;5;6;6;6;6;5;4;5;4;4;4;4;4;4;3;4;4;4;4;4;4;4;5;4;4;5;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;4;4;4;4;3;4;3;4;3;3;3;3;4;3;4;3;4;4;3;4;4;4;3;4;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;5;4;4;3;3;4;3;4;3;3;4;4;5;5;7;6;6;7;7;7;7;6;5;5;4;4;3;4;5;6;7;10;15;21;25;30;33;33;37;40;45;52;62;67;70;75;77;74;74;72;70;63;57;54;46;44;39;29;22;16;17;15;9;7;7;6;4;5;4;5;6;7;7;7;7;7;7;7;6;6;5;5;4;3;3;4;4;3;3;3;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;4;4;4;4;4;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;4;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;4;4;3;4;3;4;4;4;3;3;3;3;4;4;4;3;3;3;4;3;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;5;4;4;4;3;3;3;3;4;4;4;4;5;5;5;6;7;6;6;7;7;8;6;6;5;5;4;3;4;5;6;7;9;15;23;28;35;38;39;42;43;49;56;66;76;80;83;82;78;78;76;71;67;62;57;53;48;42;32;24;19;16;13;9;6;6;5;5;4;5;4;5;5;7;7;6;6;6;7;7;6;6;5;5;4;4;4;4;3;3;4;4;4;3;4;4;4;5;5;4;5;4;4;4;4;4;3;3;3;3;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;4;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;3;4;4;3;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;5;4;4;4;4;4;5;4;4;4;4;3;3;3;4;4;4;4;5;5;6;7;8;7;8;8;8;9;7;6;5;5;4;3;4;4;5;7;9;15;23;30;36;41;45;48;51;55;62;71;78;81;83;83;83;77;76;75;70;59;62;59;49;43;34;22;19;18;14;9;6;5;4;4;4;5;5;6;7;7;8;8;7;7;7;6;6;6;6;5;4;4;3;3;3;3;4;4;4;4;4;5;4;4;4;5;4;4;5;4;4;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;3;4;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;3;4;4;4;5;6;6;6;8;7;9;10;9;9;8;5;5;5;4;4;4;5;5;7;10;14;21;31;40;43;45;49;50;55;64;72;75;81;83;80;77;76;79;73;70;68;68;59;53;44;32;24;21;19;16;10;7;6;4;4;4;4;4;6;6;6;7;8;8;9;7;7;6;6;5;5;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;5;5;5;5;4;4;4;3;3;3;3;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;3;4;3;3;4;4;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3
3;3;3;4;4;4;4;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;3;3;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;3;4;4;4;4;4;5;6;5;6;7;7;9;9;7;9;9;6;4;4;4;4;4;5;6;7;10;16;25;36;41;45;48;53;59;61;67;72;75;79;81;83;84;84;81;76;76;72;67;65;57;46;33;26;22;21;16;12;8;7;5;4;4;4;5;5;5;6;6;7;8;8;7;7;6;6;6;5;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3
3;3;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;5;5;6;6;9;9;8;9;8;8;9;5;5;5;5;4;4;6;7;7;11;18;26;36;43;48;53;55;58;64;65;69;79;85;87;89;87;82;83;84;82;76;76;71;57;44;36;28;24;22;18;12;10;7;5;4;4;4;5;5;6;6;6;7;9;8;8;6;6;6;5;5;4;4;3;3;3;4;3;4;4;4;4;5;4;4;5;4;5;4;4;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3
3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;4;4;4;5;4;4;4;3;4;3;3;3;3;4;3;4;6;5;6;6;10;10;9;11;9;9;8;7;4;5;5;4;4;5;8;9;10;16;26;35;43;52;57;60;63;69;68;73;79;81;83;85;89;86;86;81;82;83;79;69;58;46;39;32;29;23;15;13;11;7;5;4;4;4;5;5;6;6;7;8;8;8;8;7;7;6;6;5;4;4;3;3;3;4;4;4;5;5;5;5;5;5;5;4;4;5;4;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3
3;3;3;3;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;5;5;5;4;5;4;3;4;3;3;4;3;4;4;5;5;6;7;9;12;9;12;11;10;9;8;6;4;5;5;4;6;8;9;13;15;21;29;43;52;63;67;69;72;74;75;80;86;86;88;85;85;84;86;88;87;77;65;57;49;43;38;29;23;16;12;11;8;6;5;4;3;5;5;6;6;7;7;8;7;8;7;8;7;6;5;5;4;3;3;3;4;4;4;5;5;4;5;5;4;5;4;4;4;3;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;3;3;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;3;4;4;4;4;4;4;5;5;5;4;4;4;4;3;3;3;3;4;4;4;5;4;5;4;4;5;5;5;4;4;5;4;4;3;3;4;3;3;4;4;5;6;5;8;8;12;11;10;15;10;9;9;6;4;4;4;4;5;8;11;13;13;17;26;35;52;64;70;75;79;85;80;85;90;85;88;89;90;95;93;90;82;73;63;50;44;42;36;26;20;15;12;9;7;5;5;5;5;5;6;6;7;8;8;8;8;7;7;8;7;6;5;5;4;3;3;3;4;4;4;5;5;5;5;5;5;5;4;5;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;4;4;3;3;4;3;3;3;4;3;3;3;4;3;3;4;4;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;3;4;4;3;4;4;4;3;3;4;3;3;3;3;3;3;3;4;4;3;3;4;3;4;4;3;3;4;3;3;4;4;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;5;4;5;4;4;5;4;5;4;5;5;4;4;3;3;3;3;4;4;4;5;5;6;6;9;9;12;9;12;15;8;8;8;5;4;4;5;4;6;11;14;16;19;26;38;48;62;69;80;85;93;88;91;95;97;101;101;100;98;97;92;80;74;62;53;48;41;34;26;20;14;10;8;6;5;4;5;4;5;7;7;8;9;9;11;10;9;8;8;7;6;5;4;4;4;3;3;4;4;4;4;4;5;5;4;4;5;4;4;5;4;4;4;4;4;3;3;3;3;4;4;4;4;3;4;4;4;5;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;3;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;4;5;4;4;3;4;3;3;4;3;4;4;5;5;5;6;4;4;4;4;5;4;5;4;3;4;3;3;3;3;4;4;4;4;5;5;6;8;8;9;10;10;13;11;5;8;6;4;4;4;4;5;9;15;20;24;30;36;44;56;65;75;87;101;109;106;110;111;117;114;109;107;98;91;77;68;60;57;51;41;36;27;22;16;12;8;7;5;4;4;4;5;6;8;9;10;10;11;10;9;8;7;7;6;6;4;4;3;3;3;3;4;4;5;4;4;5;4;5;5;5;5;5;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;4;3;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3
