Thorlabs Beam
Version: 9.1.5787.560
Date: 10/21/2024
Time: 4:30:14 PM

Device: BC106N-VIS
S/N: M00456188

Resolution: Fast ( 8 bit)
Sensor Resolution [pix]: Width: 1360, Height: 1024
Pixel Size [µm]: Horizontal: 6.45, Vertical: 6.45
Region of Interest [pix]: Horizontal: 536, Vertical: 400, Width 288, Height 218
Wavelength [nm]: 520
Attenuation [dB]: 20
Exposure Time [ms]: 238.339
Gain: 1
Base Level [digits]: 45.7103

3;3;3;3;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;4;5;5;4;5;5;4;4;4;5;4;4;4;3;4;4;4;5;5;7;8;9;10;11;14;15;17;21;22;23;23;24;25;24;25;23;22;21;21;20;18;16;16;13;10;9;8;7;6;5;4;4;3;3;3;4;4;4;4;5;4;5;5;5;5;5;4;4;4;4;4;3;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;4;4;4;5;4;5;5;6;4;4;4;4;4;4;4;3;3;3;3;4;5;5;6;7;9;11;13;16;18;20;23;23;24;25;25;26;29;28;25;25;24;23;21;19;16;15;14;12;10;9;7;6;5;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;3;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;4;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;3;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;3;4;4;4;4;5;4;4;4;4;4;4;3;4;3;3;4;4;4;5;6;7;7;9;11;12;14;16;17;19;21;24;23;28;27;26;28;28;26;23;21;22;19;18;18;16;13;11;9;9;7;6;5;4;4;4;4;3;3;4;4;4;4;4;4;4;5;4;4;5;4;4;4;4;4;3;3;3;3;4;4;4;3;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;4;3;4;4;4;4;3;3;3;4;3;3;3;3;3;3;4;3;3;4;3;4;4;3;4;4;3;4;4;3;4;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;5;4;4;4;5;4;4;4;5;5;4;4;4;4;4;4;4;4;5;6;7;9;10;12;13;14;16;18;19;24;23;24;26;26;29;28;29;27;26;23;23;21;16;14;15;14;13;9;7;6;6;6;4;4;4;4;4;4;4;4;4;5;4;4;5;5;4;4;4;4;4;3;3;4;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;3;3;3;4;3;3;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;4;3;3;3;4;3;4;3;3;3;4;3;3;3;4;3;4;3;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;4;3;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;4;4;4;4;4;4;4;4;5;6;6;8;9;10;11;15;17;20;23;25;25;26;27;28;30;30;28;28;26;26;23;22;20;18;15;13;11;10;8;8;7;5;4;5;4;3;4;4;4;4;3;4;4;5;4;5;5;5;4;4;4;4;4;3;3;4;3;3;3;3;3;3;4;3;4;3;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;3;4;4;5;5;7;9;12;15;17;20;20;22;23;26;28;29;30;30;30;30;29;29;27;26;24;21;19;16;13;13;12;9;7;6;6;6;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;3;4;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;3;3;3;3;4;3;3;3;3;4;3;4;3;4;3;3;4;4;4;3;4;4;3;3;3;3;3;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;4;3;4;4;4;4;5;5;5;5;5;4;4;5;4;4;4;3;3;3;4;5;6;8;9;11;14;15;18;21;23;25;27;27;28;30;29;30;31;28;29;28;28;26;24;20;17;14;12;10;10;8;7;5;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;3;3;4;3;4;4;3;3;4;4;4;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;3;4;3;4;4;3;3;3;4;3;4;4;4;4;4;4;4;3;4;3;4;4;3;3;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;3;4;3;4;4;4;5;4;5;5;6;5;4;4;4;4;4;4;3;4;4;5;6;7;8;10;13;13;15;18;18;23;26;28;30;32;32;33;32;33;34;32;29;27;25;21;20;19;18;14;13;10;8;6;5;5;4;4;4;3;4;5;5;5;5;5;5;4;4;5;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;4;3;4;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;4;3;4;3;4;4;3;3;4;3;4;3;4;3;3;4;4;3;4;4;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;5;5;5;5;6;6;5;5;5;4;4;4;3;3;4;4;5;6;6;8;9;11;14;15;17;22;25;25;28;31;34;32;36;37;38;36;35;36;35;32;27;24;21;20;16;13;11;11;9;6;5;5;4;3;4;4;4;5;4;5;5;5;5;5;4;5;5;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;4;4;3;3;4;3;3;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;5;5;5;6;5;5;5;5;5;5;4;4;4;4;4;4;5;5;7;8;10;11;14;17;20;21;23;26;25;30;35;36;37;37;37;38;34;32;30;27;25;25;22;19;17;14;10;9;9;8;6;5;4;4;3;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;3;3;3;4;3;3;3;3;3;3;3;4;4;3;4;4;4;4;3;4;3;3;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;3;3;3;3;3;4;4;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;3;4;4;4;4;3;4;3;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;4;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;4;4;4;3;4;4;5;7;8;10;12;15;18;22;25;28;33;35;37;39;41;43;40;41;41;38;38;35;33;29;26;23;18;15;13;11;8;6;5;5;5;4;4;4;4;4;3;4;4;5;5;4;5;5;5;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;3;3;3;4;4;4;4;3;4;3;3;3;4;4;4;4;4;3;4;3;3;4;3;3;4;3;4;4;3;3;3;3;4;4;3;4;3;4;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;4;3;3;4;4;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;4;4;3;3;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;4;4;4;4;5;4;4;5;5;4;4;4;4;4;4;4;3;3;4;5;5;6;8;9;12;13;16;21;26;28;31;34;37;38;39;40;42;40;39;38;36;35;33;31;29;28;23;18;14;12;9;7;7;4;4;4;4;4;5;4;4;4;4;5;5;5;4;5;5;5;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3
3;3;3;3;3;4;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;5;5;4;4;4;4;4;3;3;3;4;4;5;5;6;9;11;12;13;15;19;22;26;31;33;37;40;42;39;40;41;38;37;36;34;32;30;28;26;24;21;19;14;10;8;7;6;5;4;4;4;4;5;4;4;5;5;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;3;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;4;4;4;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;4;3;3;3;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;3;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;4;4;4;4;4;4;5;5;5;5;4;5;4;4;4;4;4;4;4;5;7;8;9;11;12;16;18;22;25;29;32;33;38;38;37;38;39;40;37;36;36;37;35;32;28;25;20;17;16;15;13;10;5;6;5;4;3;4;4;4;6;4;5;5;7;6;5;5;6;5;4;4;4;4;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;3;3;3;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;3;3;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;4;3;3;3;3;3;4;3;3;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;5;5;5;6;6;6;5;5;5;5;5;4;4;4;4;4;5;5;7;9;10;14;18;21;23;26;30;33;34;37;38;38;40;42;40;39;37;36;32;30;33;27;25;21;18;15;11;10;8;7;5;5;4;4;4;4;4;4;6;4;5;5;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;4;4;3;3;3;3;4;3;3;3;4;3;3;3;3;3;4;3;4;3;3;4;4;4;3;4;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;8;10;11;13;15;21;23;29;33;38;39;44;46;49;50;51;50;49;45;41;38;35;29;26;24;20;17;16;14;10;7;6;6;5;3;4;4;4;5;5;4;5;5;4;5;5;5;4;5;5;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;3;4;3;3;3;3;3;4;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;5;5;6;5;5;5;5;5;5;5;4;4;3;3;3;5;6;7;8;10;12;18;21;27;27;32;34;37;40;42;43;44;46;46;43;39;37;39;36;34;30;28;21;16;14;12;11;9;6;5;4;4;3;4;4;4;6;5;6;5;5;6;6;5;4;5;4;5;4;3;4;3;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;4;3;3;3;3;4;4;3;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3
3;4;3;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;3;4;3;3;4;4;4;4;3;4;3;4;4;4;4;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;5;5;4;5;6;5;6;6;5;5;5;4;4;4;3;4;4;5;6;7;10;13;16;19;23;27;28;31;34;38;41;44;44;47;46;48;46;39;37;33;33;32;31;29;27;21;16;12;11;10;9;5;4;4;4;4;4;4;5;5;5;5;5;6;6;6;5;5;5;5;4;3;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;3;4;3;4;3;4;4;4;4;3;3;3;4;4;3;3;3;3;3;3;3;4;3;3;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;4;3;4;4;3;4;3;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;5;4;4;5;4;4;4;4;4;5;4;4;4;3;3;4;4;4;4;4;5;5;5;6;7;6;6;6;6;6;5;4;4;4;4;4;4;5;7;8;9;11;14;17;21;23;28;30;35;37;43;44;47;48;50;50;51;48;42;37;35;31;28;26;25;21;19;14;10;7;7;7;4;3;4;4;4;5;4;5;5;5;6;6;7;6;5;5;5;5;5;4;4;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;3;3;3;3;3;3;3;4;3;4;4;4;3;4;4;3;4;4;3;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;4;4;4;4;4;3;3;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;5;5;4;4;5;4;4;4;4;4;4;4;3;4;3;3;3;4;5;4;5;5;6;5;5;5;6;5;4;4;4;4;3;4;5;5;8;8;9;11;14;17;20;27;30;33;35;38;41;45;45;45;50;50;53;49;47;42;41;38;34;27;25;20;19;17;14;11;7;5;6;4;3;4;4;4;5;5;5;6;6;6;6;6;5;5;5;4;4;4;4;4;3;3;3;4;3;4;3;4;4;4;4;4;4;5;4;4;4;4;4;3;3;3;3;3;3;4;3;4;3;3;3;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;4;3;3;3;4;4;4;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;4;4;3;3;4;4;3;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;4;3;3;3;3;4;3;3;3;3;4;4;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;3;4;3;3;3;3;4;4;4;5;5;4;5;6;6;5;5;6;5;5;4;4;4;3;3;4;5;5;6;8;11;13;16;20;23;27;29;33;34;38;38;42;46;47;47;46;45;46;43;37;34;34;33;31;27;21;18;14;13;11;9;5;5;5;4;4;4;4;5;5;5;6;6;7;6;6;5;5;4;5;4;3;3;3;3;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;4;4;4;3;4;4;3;3;4;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3
3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;3;4;4;4;3;3;4;3;3;4;3;4;3;4;4;4;4;4;4;4;4;3;4;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;4;5;5;6;6;6;5;6;6;6;5;4;4;4;4;4;4;4;5;5;6;8;12;16;19;23;24;28;33;36;38;44;45;50;51;52;51;49;49;49;44;39;35;32;28;28;25;23;19;14;11;10;9;7;4;4;5;4;4;4;4;5;5;6;5;5;5;5;5;5;4;5;4;4;3;4;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
3;4;4;3;4;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;3;3;4;4;4;4;4;4;4;5;4;4;5;5;5;3;4;4;3;3;3;3;4;4;4;5;5;5;5;5;5;6;6;5;4;5;4;4;4;4;4;4;5;6;9;12;16;18;22;26;29;38;42;44;48;55;55;58;59;57;57;55;55;53;47;40;34;29;27;24;22;22;17;13;8;8;8;5;3;4;4;3;5;4;5;5;5;5;5;6;5;5;5;5;4;4;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
